,cloneID,plantID,site,transect,recorder,measurer,h_apical,l_length,l_width,stem_width,N_umbels,N_leaves,herb0,herb1,herb2,herb3,herb4,herb5,herb6,notes,herb_avg,alive,height_next,goodpods,badpods,totLA,repSuccess,repAllocation
125,125,8311,PWR,83,al,ng,105.3,20.2,10.1,10.9,4,21,7,2,7,5,0,0,0,NA,1.476190476,1,95.5,2,0,4284.42,0.5,0.018993352
126,126,8318,PWR,83,mw,ng,107.1,18.2,8.2,11.6,3,23,9,2,7,3,2,0,0,NA,1.434782609,0,NA,NA,NA,3432.52,0,0
127,127,8333,PWR,83,ks,ks,109.7,15.4,4.8,15.8,3,21,6,13,2,0,0,0,0,NA,0.80952381,1,1124.2,2,0,1552.32,0.666666667,0.018231541
128,128,8335,PWR,83,ks,ks,119.6,18.3,8.4,12.4,5,19,8,7,2,2,0,0,0,NA,0.894736842,0,NA,NA,NA,2920.68,0,0
129,129,8337,PWR,83,ks,al,92.3,5.5,6,11.7,0,13,5,4,2,2,0,0,0,NA,1.076923077,0,NA,NA,NA,429,0,0
130,130,8343,PWR,83,ss,hd,118.5,17.1,7.3,11,2,20,11,2,6,1,0,0,0,NA,0.85,0,NA,NA,NA,2496.6,0,0
131,131,8344,PWR,83,ss,hd,109.5,16.8,6.4,9.6,2,21,6,14,1,0,0,0,0,NA,0.761904762,0,NA,NA,NA,2257.92,0,0
132,132,8353,PWR,83,ss,hd,105.5,20.5,8.2,16.8,4,20,8,5,6,1,0,0,0,NA,1,0,NA,NA,NA,3362,0,0
133,133,8365,PWR,83,ss,ks,76.2,12.7,6.5,8.3,0,10,5,3,2,0,0,0,0,girdled,0.7,0,NA,NA,NA,825.5,0,0
134,134,8369,PWR,83,ss,ks,117.1,16.4,5.9,11.1,2,26,6,14,3,3,0,0,0,NA,1.115384615,0,NA,NA,NA,2515.76,0,0
135,135,8374,PWR,83,ss,ks,104.4,17.1,6.3,8.6,0,16,7,9,0,0,0,0,0,NA,0.5625,0,NA,NA,NA,1723.68,0,0
136,136,8378,PWR,83,ks,ks,133.3,19.5,9.6,9.6,6,30,10,13,5,2,0,0,0,NA,0.966666667,1,142.3,2,3,5616,0.333333333,0.015003751
137,137,8389,PWR,83,ks,al,124.1,16.6,5.5,12.5,5,23,6,10,5,2,0,0,0,NA,1.130434783,1,123.6,3,0,2099.9,0.6,0.024174053
138,138,8391,PWR,83,ks,al,102.2,18.3,7.1,8.1,2,15,6,5,4,0,0,0,0,NA,0.866666667,0,NA,NA,NA,1948.95,0,0
139,139,8398,PWR,83,al,mw,40.4,13.9,6,5.8,0,14,7,1,4,2,0,0,0,NA,1.071428571,1,77,0,0,1167.6,0,0
140,140,8409,PWR,83,ss,hd,61.6,12.2,6.6,5,0,8,8,0,0,0,0,0,0,NA,0,0,NA,NA,NA,644.16,0,0
141,7,4009,BLD1,40,sf,mn,37.4,9,3.5,4.9,0,6,6,0,0,0,0,0,0,NA,0,0,NA,NA,NA,189,0,0
142,7,4011,BLD1,40,sf,mn,40.9,13.3,4.9,6.4,0,10,9,1,0,0,0,0,0,NA,0.1,1,42.5,0,0,651.7,0,0
143,23,4201,BLD1,42,ks,ss,56.8,13.2,6.2,7.2,0,12,12,0,0,0,0,0,0,NA,0,1,74,0,0,982.08,0,0
144,25,4253,BLD1,42,ss,ks,32.6,9,3.9,8.2,0,6,6,0,0,0,0,0,0,NA,0,1,24.9,0,0,210.6,0,0
145,27,4546,BLD2,45,ss,ak,63.1,14.1,7.6,9.8,0,4,3,0,1,0,0,0,0,NA,0.5,0,NA,NA,NA,428.64,0,0
146,29,4229,BLD1,42,hd,yy,5,12,6,9.2,0,7,6,1,0,0,0,0,0,NA,0.142857143,1,60.2,0,0,504,0,0
147,36,4242,BLD1,42,ks,ss,34.3,9.3,4.6,4.7,0,8,7,1,0,0,0,0,0,NA,0.125,0,NA,NA,NA,342.24,0,0
148,43,4266,BLD1,42,ss,ks,57.3,14,6.2,13.4,0,20,12,7,1,0,0,0,0,NA,0.45,0,NA,NA,NA,1736,0,0
149,46,4303,BLD1,43,ss,mw,38.6,9.2,3.6,4.6,0,10,9,1,0,0,0,0,0,NA,0.1,1,43.4,0,0,331.2,0,0
150,59,4342,BLD1,43,rd,ak,54.2,14.1,6,6.9,0,14,12,2,0,0,0,0,0,NA,0.142857143,1,73.7,0,0,1184.4,0,0
151,76,4519,BLD2,45,rd,yy,27.7,8.2,3.1,2.7,0,6,5,1,0,0,0,0,0,NA,0.166666667,0,NA,NA,NA,152.52,0,0
152,76,4521,BLD2,45,ss,jh,68.9,12.6,7.7,9.4,4,12,8,2,2,0,0,0,0,NA,0.5,0,NA,NA,NA,1164.24,0,0
153,76,4523,BLD2,45,ss,ak,84.3,16.8,8.3,11.3,4,14,11,0,1,2,0,0,0,NA,0.571428571,1,94.2,0,0,1952.16,0,0
154,76,4524,BLD2,45,ss,jh,59.8,13.5,8.2,8.2,3,11,10,1,0,0,0,0,0,NA,0.090909091,1,30.2,0,0,1217.7,0,0
155,76,4531,BLD2,45,ss,jh,64.9,11.7,6.4,6.9,0,12,11,1,0,0,0,0,0,NA,0.083333333,0,NA,NA,NA,898.56,0,0
156,76,4510,BLD2,45,rd,yy,40.7,8.1,3.9,4.4,0,4,4,0,0,0,0,0,0,NA,0,0,NA,NA,NA,126.36,0,0
157,79,4527,BLD2,45,rd,yy,50.3,10.7,3.4,5.2,0,9,9,0,0,0,0,0,0,NA,0,0,NA,NA,NA,327.42,0,0
158,79,4515,BLD2,45,rd,yy,66.8,13.2,5.9,8.2,0,12,10,1,1,0,0,0,0,NA,0.25,0,NA,NA,NA,934.56,0,0
159,94,4703,BLD2,47,rd,jh,88.5,15.6,8.4,11.6,6,18,15,1,2,0,0,0,0,NA,0.277777778,1,109.4,0,0,2358.72,0,0
160,98,4711,BLD2,47,rd,jh,42.3,9.7,3.8,5.8,0,12,10,1,1,0,0,0,0,NA,0.25,0,NA,NA,NA,442.32,0,0
161,105,7303,SKY,73,sf,jh,119.4,18.2,10.3,13.6,8,22,21,0,1,0,0,0,0,umbscore 8= 0,0.090909091,1,137.6,0,4,4124.12,0,0
162,105,7317,SKY,73,ak,yy,103.3,17.2,7.6,13.3,5,19,19,0,0,0,0,0,0,NA,0,1,123.6,3,0,2483.68,0.6,0.029041626
163,107,7309,SKY,73,ak,yy,117.7,17.1,8.7,11.9,6,22,21,1,0,0,0,0,0,NA,0.045454545,1,127.4,4,2,3272.94,0.666666667,0.033984707
164,109,7338,SKY,73,ak,yy,86.6,20.4,8.6,12.6,5,18,18,0,0,0,0,0,0,NA,0,1,106.9,1,3,3157.92,0.2,0.011547344
165,110,7331,SKY,73,ak,yy,52,11.7,3.8,4,0,10,10,0,0,0,0,0,0,NA,0,0,NA,NA,NA,444.6,0,0
166,112,7327,SKY,73,ak,yy,119.9,20,6.5,14.2,5,17,17,0,0,0,0,0,0,NA,0,1,127,1,0,2210,0.2,0.008340284
167,117,7337,SKY,73,ak,yy,28.3,9.9,3.5,3.4,0,4,3,1,0,0,0,0,0,NA,0.25,0,NA,NA,NA,138.6,0,0
168,117,7340,SKY,73,ak,yy,100,20.9,10.1,14.6,5,20,20,0,0,0,0,0,0,NA,0,1,124.4,4,3,4221.8,0.8,0.04
169,117,7354,SKY,73,sf,jh,75.1,13.9,5.4,9.1,3,12,10,1,0,1,0,0,0,NA,0.333333333,1,84.6,0,2,900.72,0,0
170,122,7349,SKY,73,ak,yy,28.8,8.2,3.7,13.8,0,4,4,0,0,0,0,0,0,NA,0,0,NA,NA,NA,121.36,0,0
171,124,8394,PWR,83,al,mw,95.7,17.5,9.1,8.9,1,20,4,9,7,0,0,0,0,NA,1.15,0,NA,NA,NA,3185,0,0
172,124,8397,PWR,83,al,mw,121.1,19.9,10.5,12.8,5,24,10,3,9,2,0,0,0,NA,1.125,1,141.9,0,0,5014.8,0,0
173,124,8331,PWR,83,ks,al,119.9,14.4,7,12.5,3,20,5,5,10,0,0,0,0,NA,1.25,0,NA,NA,NA,2016,0,0
174,124,8386,PWR,83,ks,al,92.3,16,5.8,8.4,0,18,10,1,6,1,0,0,0,NA,0.888888889,0,NA,NA,NA,1670.4,0,0
175,124,8393,PWR,83,al,mw,108.3,19.5,9.4,10.1,2,26,10,9,6,1,0,0,0,NA,0.923076923,0,NA,NA,NA,4765.8,0,0
176,NA,8100,PWR,81,ng,hd,39.9,9.3,0,4.5,0,9,7,2,0,0,0,0,0,NA,0.222222222,0,NA,NA,NA,0,0,0
177,NA,8101,PWR,81,ng,hd,32.5,9,2.9,3.1,0,10,9,1,0,0,0,0,0,NA,0.1,0,NA,NA,NA,261,0,0
178,NA,8102,PWR,81,ng,hd,66,13.9,5.6,6.9,0,16,7,4,3,2,0,0,0,NA,1,0,NA,NA,NA,1245.44,0,0
179,NA,8103,PWR,81,ng,hd,71.5,13.1,5.3,7.2,1,14,9,4,1,0,0,0,0,NA,0.428571429,0,NA,NA,NA,972.02,0,0
180,NA,8104,PWR,81,ng,hd,73.4,14,5.9,10.5,0,25,13,3,5,2,2,0,0,NA,1.08,0,NA,NA,NA,2065,0,0
181,NA,8105,PWR,81,ng,hd,79.3,14.2,6.3,10.6,0,23,16,2,3,2,0,0,0,NA,0.608695652,0,NA,NA,NA,2057.58,0,0
182,NA,8106,PWR,81,ng,hd,48,11.8,4.6,4.2,0,18,8,6,3,0,0,1,0,NA,0.944444444,1,22.5,0,0,977.04,0,0
183,NA,8107,PWR,81,ng,hd,65.8,12.2,4.1,4.3,0,9,6,3,0,0,0,0,0,NA,0.333333333,0,NA,NA,NA,450.18,0,0
184,NA,8108,PWR,81,ng,hd,73.4,12.8,5.7,9.5,0,19,10,5,2,2,0,0,0,NA,0.789473684,0,NA,NA,NA,1386.24,0,0
185,NA,8109,PWR,81,ng,hd,19.4,6,2,3.2,0,4,4,0,0,0,0,0,0,NA,0,0,NA,NA,NA,48,0,0
186,NA,8110,PWR,81,ng,hd,46.4,11.7,4.6,7.8,0,13,3,7,1,2,0,0,0,NA,1.153846154,0,NA,NA,NA,699.66,0,0
187,NA,8111,PWR,81,ng,hd,25,7.7,2.9,3.2,0,7,7,0,0,0,0,0,0,NA,0,0,NA,NA,NA,156.31,0,0
188,NA,8112,PWR,81,ng,hd,25.7,8.7,3.6,4.3,0,7,4,2,1,0,0,0,0,NA,0.571428571,0,NA,NA,NA,219.24,0,0
189,NA,8113,PWR,81,ng,hd,17.9,8.5,2.6,4,0,5,1,1,1,1,0,1,0,NA,2.2,0,NA,NA,NA,110.5,0,0
190,NA,8114,PWR,81,ng,hd,47.1,12.3,4.3,7.3,0,14,3,10,0,1,0,0,0,NA,0.928571429,0,NA,NA,NA,740.46,0,0
191,NA,8115,PWR,81,ng,al,83.2,15.5,6,9,3,20,10,3,2,4,0,1,0,NA,1.2,0,NA,NA,NA,1860,0,0
192,NA,8116,PWR,81,ng,al,77.1,17.3,6.6,9.8,4,16,6,3,5,2,0,0,0,NA,1.1875,0,NA,NA,NA,1826.88,0,0
193,NA,8117,PWR,81,ng,al,80.2,15,5.9,10.1,2,24,10,3,11,0,0,0,0,NA,1.041666667,1,85.8,1,0,2124,0.5,0.012468828
194,NA,8118,PWR,81,ng,al,57,11.4,4.6,6.2,0,17,7,6,1,2,1,0,0,NA,1.058823529,0,NA,NA,NA,891.48,0,0
195,NA,8119,PWR,81,ng,al,51.9,13.4,5.5,9.1,0,15,7,6,2,0,0,0,0,NA,0.666666667,0,NA,NA,NA,1105.5,0,0
196,NA,8120,PWR,81,ng,al,60,12.8,5.4,7.2,1,15,10,5,0,0,0,0,0,NA,0.333333333,0,NA,NA,NA,1036.8,0,0
197,NA,8121,PWR,81,ng,al,71,13.6,5.4,9.6,3,18,8,6,4,0,0,0,0,NA,0.777777778,0,NA,NA,NA,1321.92,0,0
198,NA,8122,PWR,81,ng,al,64.6,13.4,5.6,8.1,0,19,7,4,5,3,0,0,0,NA,1.210526316,0,NA,NA,NA,1425.76,0,0
199,NA,8123,PWR,81,ng,al,63.9,12.9,5.6,7.9,0,17,8,6,3,0,0,0,0,NA,0.705882353,0,NA,NA,NA,1228.08,0,0
200,NA,8124,PWR,81,ng,al,57.2,11,3.6,5.6,0,13,6,2,3,1,1,0,0,NA,1.153846154,0,NA,NA,NA,514.8,0,0
201,NA,8125,PWR,81,ng,al,55.7,10.4,3.5,5.1,0,14,6,6,2,0,0,0,0,NA,0.714285714,0,NA,NA,NA,509.6,0,0
202,NA,8126,PWR,81,ng,al,47.8,12.7,4.3,11.8,2,24,12,10,1,1,0,0,0,NA,0.625,0,NA,NA,NA,1310.64,0,0
203,NA,8127,PWR,81,ng,al,91.8,17.2,7.6,12.8,2,21,9,6,5,0,1,0,0,NA,0.952380952,0,NA,NA,NA,2745.12,0,0
204,NA,8128,PWR,81,ng,al,78.2,14.9,6.4,14.7,3,15,9,3,3,0,0,0,0,NA,0.6,0,NA,NA,NA,1430.4,0,0
205,NA,8300,PWR,83,hd,al,65.6,14.5,6.5,7.1,0,18,8,4,4,2,0,0,0,NA,1,1,44,0,0,1696.5,0,0
206,NA,8302,PWR,83,al,ng,112.7,18.8,8.6,12.7,1,31,10,5,16,0,0,0,0,NA,1.193548387,1,123.2,2,0,5012.08,2,0.017746229
207,NA,8303,PWR,83,al,ng,74.2,15.6,7.9,8.9,0,19,10,6,3,0,0,0,0,NA,0.631578947,1,29.2,0,0,2341.56,0,0
208,NA,8304,PWR,83,al,ng,43.1,11.5,3.2,3.4,0,7,5,2,0,0,0,0,0,NA,0.285714286,0,NA,NA,NA,257.6,0,0
209,NA,8305,PWR,83,al,ng,77.4,18.6,7.6,8.9,0,19,11,3,4,1,0,0,0,NA,0.736842105,1,92,0,0,2685.84,0,0
210,NA,8306,PWR,83,al,ng,136.3,25.1,10.1,15.2,4,30,14,4,8,3,1,0,0,NA,1.1,1,140.5,1,1,7605.3,0.25,0.007336757
211,NA,8307,PWR,83,al,ng,118.3,19.5,9.2,14.9,5,19,10,5,4,0,0,0,0,NA,0.684210526,1,122.5,4,0,3408.6,0.8,0.033812342
212,NA,8308,PWR,83,al,ng,92.2,15,6.9,9.8,2,21,13,2,6,0,0,0,0,NA,0.666666667,0,NA,NA,NA,2173.5,0,0
213,NA,8309,PWR,83,al,ng,109.3,18.1,8.2,11.8,3,23,12,7,4,0,0,0,0,NA,0.652173913,1,117.4,3,0,3413.66,1,0.027447392
214,NA,8310,PWR,83,al,ng,89.7,18.6,7.1,8.6,0,23,10,8,4,1,0,0,0,NA,0.826086957,1,92.9,0,0,3037.38,0,0
215,NA,8312,PWR,83,al,ng,37.1,13.9,6.9,8.5,0,19,11,2,6,0,0,0,0,NA,0.736842105,0,NA,NA,NA,1822.29,0,0
216,NA,8313,PWR,83,al,ng,108.9,18.6,8.1,11,2,19,9,4,6,0,0,0,0,NA,0.842105263,0,NA,NA,NA,2862.54,0,0
217,NA,8314,PWR,83,al,ng,111.3,19.4,8.4,11.3,3,19,9,4,3,3,0,0,0,NA,1,1,123.1,2,0,3096.24,0.666666667,0.017969452
218,NA,8315,PWR,83,al,ng,106.7,18.8,8.1,10.3,3,16,4,6,6,0,0,0,0,NA,1.125,0,NA,NA,NA,2436.48,0,0
219,NA,8316,PWR,83,al,ng,102.8,17.9,8.9,9.4,2,17,4,8,5,0,0,0,0,NA,1.058823529,0,NA,NA,NA,2708.27,0,0
220,NA,8395,PWR,83,al,mw,123.6,21.2,9.9,11.9,5,22,7,7,8,0,0,0,0,NA,1.045454545,1,139.5,1,1,4617.36,0.2,0.008090615
221,NA,8396,PWR,83,al,mw,128,14.7,10.7,13.3,6,24,12,5,6,1,0,0,0,NA,0.833333333,1,138.5,0,0,3774.96,0,0
222,NA,8399,PWR,83,al,mw,108.8,19.6,9.3,11.9,4,23,9,2,9,3,0,0,0,NA,1.260869565,1,116.5,2,1,4192.44,0.5,0.018382353
223,NA,8400,PWR,83,al,mw,79.9,15.6,6.7,8.1,0,15,6,5,4,0,0,0,0,NA,0.866666667,1,82.2,0,0,1567.8,0,0
224,NA,8401,PWR,83,al,mw,82.6,16.1,8.4,8.4,0,14,6,1,5,2,0,0,0,NA,1.214285714,1,82.5,0,0,1893.36,0,0
225,NA,8402,PWR,83,al,mw,54,12.2,4.9,5.3,0,13,10,2,1,0,0,0,0,NA,0.307692308,0,NA,NA,NA,777.14,0,0
226,NA,8403,PWR,83,al,mw,88.9,18.3,7.6,10.1,0,21,10,7,2,2,0,0,0,NA,0.80952381,0,NA,NA,NA,2920.68,0,0
227,NA,8404,PWR,83,al,mw,70.2,15.1,7.5,7.9,0,16,6,4,4,2,0,0,0,NA,1.125,0,NA,NA,NA,1812,0,0
228,NA,8405,PWR,83,al,mw,20.4,10.8,5.3,5.2,0,2,1,1,0,0,0,0,0,girdled,0.5,0,NA,NA,NA,114.48,0,0
229,NA,8407,PWR,83,al,mw,66.7,17.1,7.4,7.9,1,18,9,5,4,0,0,0,0,NA,0.722222222,1,71,0,0,2277.72,0,0
230,NA,8317,PWR,83,mw,ng,92.7,18.7,9.1,8.5,0,15,6,3,3,1,2,0,0,NA,1.333333333,0,NA,NA,NA,2552.55,0,0
231,NA,8319,PWR,83,mw,ng,105.8,18.7,8.4,10.6,3,21,9,6,6,0,0,0,0,NA,0.857142857,0,NA,NA,NA,3298.68,0,0
232,NA,8320,PWR,83,mw,ng,107.2,18.2,8.1,8.5,2,20,9,3,8,0,0,0,0,NA,0.95,0,NA,NA,NA,2948.4,0,0
233,NA,8321,PWR,83,mw,ng,84.2,12.5,5.7,6.8,0,17,8,7,2,0,0,0,0,NA,0.647058824,0,NA,NA,NA,1211.25,0,0
234,NA,8322,PWR,83,mw,ng,108.9,18.1,8.4,11.4,2,21,5,11,4,1,0,0,0,NA,1.047619048,0,NA,NA,NA,3192.84,0,0
235,NA,8323,PWR,83,mw,ng,81.7,14.6,6.1,9.1,1,12,2,8,2,0,0,0,0,NA,1,0,NA,NA,NA,1068.72,0,0
236,NA,8325,PWR,83,mw,ng,112.2,18.1,7.5,10.2,2,19,5,10,4,0,0,0,0,NA,0.947368421,0,NA,NA,NA,2579.25,0,0
237,NA,8324,PWR,83,mw,ng,118.7,17.6,8.5,13.2,4,22,10,7,5,0,0,0,0,NA,0.772727273,0,NA,NA,NA,3291.2,0,0
238,NA,8326,PWR,83,mw,ng,99.4,16.3,7.4,9,1,20,10,4,5,0,1,0,0,NA,0.9,0,NA,NA,NA,2412.4,0,0
239,NA,8328,PWR,83,mw,ng,133.3,22.2,12.4,14.7,7,31,3,16,11,1,0,0,0,NA,1.322580645,1,145.4,2,0,8533.68,0.285714286,0.015003751
240,NA,8327,PWR,83,mw,ng,126.3,19.7,11,16.4,6,28,9,12,6,1,0,0,0,NA,0.964285714,1,137.5,3,0,6067.6,0.5,0.023752969
241,NA,8392,PWR,83,mw,ng,124.7,22.1,11,13.8,5,25,7,9,9,0,0,0,0,NA,1.08,0,NA,NA,NA,6077.5,0,0
242,NA,8358,PWR,83,ss,ks,98.7,18.9,8.7,11.1,0,19,10,5,4,0,0,0,0,NA,0.684210526,0,NA,NA,NA,3124.17,0,0
243,NA,8356,PWR,83,ss,hd,90.5,18.2,6.5,6.2,0,14,11,2,1,0,0,0,0,NA,0.285714286,0,NA,NA,NA,1656.2,0,0
244,NA,8359,PWR,83,ss,ks,108.5,23.2,10.4,12.2,0,19,10,5,4,0,0,0,0,NA,0.684210526,0,NA,NA,NA,4584.32,0,0
245,NA,8357,PWR,83,ss,hd,82.4,17.7,5.8,8.3,0,16,11,3,2,0,0,0,0,NA,0.4375,0,NA,NA,NA,1642.56,0,0
246,NA,8360,PWR,83,ss,ks,87.6,16.1,9.3,10,0,16,9,0,3,3,1,0,0,NA,1.1875,0,NA,NA,NA,2395.68,0,0
