,cloneID,plantID,site,transect,recorder,measurer,h_apical,l_length,l_width,stem_width,N_umbels,N_leaves,herb0,herb1,herb2,herb3,herb4,herb5,herb6,notes,herb_avg,alive,height_next,goodpods,badpods,totLA,repSuccess,repAllocation
247,NA,8354,PWR,83,ss,hd,102.7,21.8,9,12.3,2,23,12,5,3,3,0,0,0,NA,0.869565217,1,116.7,0,0,4512.6,0,0
248,NA,8361,PWR,83,ss,ks,99.4,18,9,13.5,0,22,12,2,7,1,0,0,0,NA,0.863636364,0,NA,NA,NA,3564,0,0
249,NA,8355,PWR,83,ss,hd,88.3,18.4,6.9,10.2,0,18,8,5,4,0,1,0,0,NA,0.944444444,0,NA,NA,NA,2285.28,0,0
250,NA,8362,PWR,83,ss,ks,101.3,18.9,9.7,12.1,1,22,9,4,6,3,0,0,0,NA,1.136363636,0,NA,NA,NA,4033.26,0,0
251,NA,8408,PWR,83,ss,hd,40.7,11.7,3.4,3.5,0,9,9,0,0,0,0,0,0,NA,0,0,NA,NA,NA,358.02,0,0
252,NA,8363,PWR,83,ss,ks,118.7,19,10.7,15.1,1,22,12,6,3,1,0,0,0,NA,0.681818182,0,NA,NA,NA,4472.6,0,0
253,NA,8364,PWR,83,ss,ks,70.2,11.8,5.8,8.4,0,13,4,7,2,0,0,0,0,NA,0.846153846,0,NA,NA,NA,889.72,0,0
254,NA,8352,PWR,83,ss,hd,86.8,16.1,7,6.8,0,16,5,8,3,0,0,0,0,weevil,0.875,0,NA,NA,NA,1803.2,0,0
255,NA,8366,PWR,83,ss,ks,87.3,14.5,6.1,9.1,0,19,8,9,2,0,0,0,0,NA,0.684210526,0,NA,NA,NA,1680.55,0,0
256,NA,8350,PWR,83,ss,hd,89.6,15.3,7.1,8.2,0,19,7,9,3,0,0,0,0,NA,0.789473684,0,NA,NA,NA,2063.97,0,0
257,NA,8367,PWR,83,ss,ks,98.2,14.4,6.5,11.1,0,15,9,5,1,0,0,0,0,NA,0.466666667,0,NA,NA,NA,1404,0,0
258,NA,8351,PWR,83,ss,hd,122.2,20.6,8.1,17.4,4,28,11,10,6,1,0,0,0,NA,0.892857143,0,NA,NA,NA,4672.08,0,0
259,NA,8368,PWR,83,ss,ks,120.2,16.2,7.6,12.6,1,24,14,7,3,0,0,0,0,NA,0.541666667,0,NA,NA,NA,2954.88,0,0
260,NA,8349,PWR,83,ss,hd,95.5,16.1,6.7,11.5,0,17,9,3,4,1,0,0,0,NA,0.823529412,0,NA,NA,NA,1833.79,0,0
261,NA,8346,PWR,83,ss,hd,95.7,13.2,6.3,7.8,0,15,9,4,2,0,0,0,0,NA,0.533333333,0,NA,NA,NA,1247.4,0,0
262,NA,8342,PWR,83,ss,ks,99.6,16.2,6.4,9.3,0,22,9,9,3,1,0,0,0,NA,0.818181818,0,NA,NA,NA,2280.96,0,0
263,NA,8348,PWR,83,ss,hd,90.6,13.9,5.2,7.9,0,13,7,5,0,1,0,0,0,NA,0.615384615,0,NA,NA,NA,939.64,0,0
264,NA,8370,PWR,83,ss,ks,68.9,9.6,4.6,6.5,0,10,6,4,0,0,0,0,0,NA,0.4,0,NA,NA,NA,441.6,0,0
265,NA,8347,PWR,83,ss,hd,130.4,19.6,9.8,15.1,6,26,9,7,9,1,0,0,0,NA,1.076923077,1,145.8,0,2,4994.08,0,0
266,NA,8341,PWR,83,ss,ks,112.8,15.5,7,9.4,3,17,7,9,1,0,0,0,0,NA,0.647058824,0,NA,NA,NA,1844.5,0,0
267,NA,8371,PWR,83,ss,ks,116.4,17,7.5,11.5,1,23,5,10,7,1,0,0,0,NA,1.173913043,0,NA,NA,NA,2932.5,0,0
268,NA,8345,PWR,83,ss,hd,106.9,15.5,5.9,9,4,18,8,6,4,0,0,0,0,NA,0.777777778,1,110,1,1,1646.1,0.25,0.009354537
269,NA,8372,PWR,83,ss,ks,121.4,17.7,9.4,9.6,3,23,8,13,2,0,0,0,0,NA,0.739130435,0,NA,NA,NA,3826.74,0,0
270,NA,8373,PWR,83,ss,ks,127.1,17.6,8.4,15,4,24,8,12,2,2,0,0,0,NA,0.916666667,1,129.5,0,1,3548.16,0,0
271,NA,8340,PWR,83,ss,hd,80,13,4.7,4.5,0,14,8,3,3,0,0,0,0,NA,0.642857143,0,NA,NA,NA,855.4,0,0
272,NA,8339,PWR,83,ss,hd,104.6,16.3,7.1,13,1,23,8,11,1,3,0,0,0,NA,0.956521739,0,NA,NA,NA,2661.79,0,0
273,NA,8375,PWR,83,ss,ks,89.1,16.6,8.5,9.1,0,19,10,7,2,0,0,0,0,NA,0.578947368,0,NA,NA,NA,2680.9,0,0
274,NA,8338,PWR,83,ks,al,109.5,17.4,6.5,14.4,0,23,12,9,2,0,0,0,0,NA,0.565217391,0,NA,NA,NA,2601.3,0,0
275,NA,8336,PWR,83,ks,al,119.6,15.6,7.9,11.2,3,21,8,2,9,2,0,0,0,NA,1.238095238,0,NA,NA,NA,2588.04,0,0
276,NA,8376,PWR,83,ks,ks,110.8,17.1,8.5,12.4,4,24,8,12,4,0,0,0,0,NA,0.833333333,1,96.5,2,0,3488.4,0.5,0.018050542
277,NA,8334,PWR,83,ks,al,91.4,14.1,5.8,7.7,0,16,11,3,2,0,0,0,0,NA,0.4375,1,93.2,0,0,1308.48,0,0
278,NA,8377,PWR,83,ks,al,108.8,17.9,8.9,13.4,2,21,10,4,7,0,0,0,0,NA,0.857142857,1,709.8,1,0,3345.51,0.5,0.009191176
279,NA,8332,PWR,83,ks,al,89.3,15,5.4,10.3,0,22,8,7,7,0,0,0,0,NA,0.954545455,0,NA,NA,NA,1782,0,0
280,NA,8379,PWR,83,ks,ks,91,16,5.7,8.6,1,19,9,6,4,0,0,0,0,NA,0.736842105,0,NA,NA,NA,1732.8,0,0
281,NA,8330,PWR,83,ks,ks,119,15.6,7.9,10.2,2,22,8,12,1,1,0,0,0,NA,0.772727273,0,NA,NA,NA,2711.28,0,0
282,NA,8329,PWR,83,ks,al,96.5,14.6,7.7,7.8,4,15,5,7,3,0,0,0,0,NA,0.866666667,0,NA,NA,NA,1686.3,0,0
283,NA,8383,PWR,83,ks,ks,113.2,16.9,8,10.4,2,23,8,12,3,0,0,0,0,NA,0.782608696,0,NA,NA,NA,3109.6,0,0
284,NA,8382,PWR,83,ks,al,115.4,18.2,8.5,10,2,18,8,7,3,0,0,0,0,NA,0.722222222,0,NA,NA,NA,2784.6,0,0
285,NA,8381,PWR,83,ks,ks,113.6,18.1,8.9,9.6,2,26,10,7,6,3,0,0,0,NA,1.076923077,0,NA,NA,NA,4188.34,0,0
286,NA,8380,PWR,83,ks,al,116.3,17.2,7.5,12.4,2,22,7,7,6,2,0,0,0,NA,1.136363636,0,NA,NA,NA,2838,0,0
287,NA,8384,PWR,83,ks,ks,108.7,18.3,9.2,10.5,2,27,7,16,3,1,0,0,0,NA,0.925925926,0,NA,NA,NA,4545.72,0,0
288,NA,8385a,PWR,83,ks,al,67.1,11,4.4,6.7,0,12,10,2,0,0,0,0,0,NA,0.166666667,0,NA,NA,NA,580.8,0,0
289,NA,8388,PWR,83,ks,al,100.1,15.5,6.5,9.6,1,19,8,7,4,0,0,0,0,NA,0.789473684,0,NA,NA,NA,1914.25,0,0
290,NA,8385b,PWR,83,ks,al,114.6,16.4,8,11.5,3,22,5,3,14,0,0,0,0,NA,1.409090909,0,NA,NA,NA,2886.4,0,0
291,NA,8387,PWR,83,ks,al,88.4,14.3,4.6,8.3,0,16,9,5,2,0,0,0,0,NA,0.5625,0,NA,NA,NA,1052.48,0,0
292,NA,8390,PWR,83,ks,al,97,16.4,5.1,8.6,1,20,9,8,3,0,0,0,0,NA,0.7,0,NA,NA,NA,1672.8,0,0
293,NA,8129,PWR,81,ks,hd,54.7,10.2,3.5,5.2,0,14,6,5,1,2,0,0,0,NA,0.928571429,0,NA,NA,NA,499.8,0,0
294,NA,8130,PWR,81,ks,hd,56.8,11.4,3.5,5,0,15,8,4,3,0,0,0,0,NA,0.666666667,0,NA,NA,NA,598.5,0,0
295,NA,8131,PWR,81,ks,hd,46.5,12.8,5,4,0,14,10,2,1,1,0,0,0,NA,0.5,0,NA,NA,NA,896,0,0
296,NA,8160,PWR,81,ng,mw,47,12.1,4.7,4.8,0,15,8,4,0,3,0,0,0,NA,0.866666667,0,NA,NA,NA,853.05,0,0
297,NA,4238,BLD1,42,hd,yy,46.6,13.2,5.9,5.8,0,9,8,1,0,0,0,0,0,NA,0.111111111,0,NA,NA,NA,700.92,0,0
298,NA,4237,BLD1,42,hd,yy,26.5,10.2,4.8,3.8,0,4,4,0,0,0,0,0,0,NA,0,0,NA,NA,NA,195.84,0,0
299,NA,4236,BLD1,42,hd,yy,55.6,11,3.9,8.8,2,3,3,0,0,0,0,0,0,sickly yellow leaves_dying,0,0,NA,NA,NA,128.7,0,0
300,NA,4234,BLD1,42,hd,yy,3.8,NA,NA,0.4,0,NA,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
301,NA,4233,BLD1,42,hd,yy,4.2,NA,NA,0.6,0,NA,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
302,NA,4232,BLD1,42,hd,yy,5.1,NA,NA,0.7,0,NA,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
303,NA,4231,BLD1,42,hd,yy,5,NA,NA,0.6,0,NA,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
304,NA,4268,BLD1,42,hd,yy,4.6,NA,NA,0.6,0,NA,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
305,NA,4228,BLD1,42,hd,yy,23.2,6.4,3,4.4,0,1,1,0,0,0,0,0,0,NA,0,0,NA,NA,NA,19.2,0,0
306,NA,4226,BLD1,42,hd,yy,42.6,10.5,4.6,4.4,0,7,7,0,0,0,0,0,0,NA,0,0,NA,NA,NA,338.1,0,0
307,NA,4225,BLD1,42,hd,yy,39.7,9,3.7,3.8,0,7,7,0,0,0,0,0,0,NA,0,0,NA,NA,NA,233.1,0,0
308,NA,4221,BLD1,42,hd,yy,53.1,10.6,4.1,6.1,0,12,10,0,2,0,0,0,0,stem broken but not by us_leaning over,0.333333333,0,NA,NA,NA,521.52,0,0
309,NA,4222,BLD1,42,hd,yy,43.3,12.7,5.4,5.3,0,9,8,1,0,0,0,0,0,NA,0.111111111,0,NA,NA,NA,617.22,0,0
310,NA,4220,BLD1,42,hd,yy,45.5,10.5,6.2,9.2,0,6,6,0,0,0,0,0,0,NA,0,1,73.8,0,0,390.6,0,0
311,NA,4218,BLD1,42,hd,yy,58.6,11.4,4.5,6.9,0,14,14,0,0,0,0,0,0,NA,0,0,NA,NA,NA,718.2,0,0
312,NA,4217,BLD1,42,hd,yy,52.5,10.6,4.9,6.2,0,10,10,0,0,0,0,0,0,NA,0,0,NA,NA,NA,519.4,0,0
313,NA,4216,BLD1,42,hd,yy,21.6,NA,NA,1.6,0,NA,0,0,0,0,0,0,0,all leaves smaller than 5_1 leaf has herb score 1,0,0,NA,NA,NA,NA,0,0
314,NA,4215,BLD1,42,hd,yy,50.2,13.5,5.1,5.9,1,9,9,0,0,0,0,0,0,NA,0,1,58.3,0,0,619.65,0,0
315,NA,4213,BLD1,42,hd,yy,42.9,11,4.5,5.5,0,9,9,0,0,0,0,0,0,NA,0,0,NA,NA,NA,445.5,0,0
316,NA,4212,BLD1,42,hd,yy,44.9,13.4,4.8,4.8,0,8,8,0,0,0,0,0,0,NA,0,1,49.6,0,0,514.56,0,0
317,NA,4211,BLD1,42,hd,yy,41.7,11,3.4,3.9,0,7,7,0,0,0,0,0,0,NA,0,0,NA,NA,NA,261.8,0,0
318,NA,4209,BLD1,42,hd,yy,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,dogbane,0,0,NA,NA,NA,NA,0,0
319,NA,4016,BLD1,40,sf,mn,5.6,NA,NA,0.6,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0
320,NA,4023,BLD1,40,sf,mn,3.3,NA,NA,5.1,0,0,0,0,0,0,0,0,0,budling,0,0,NA,NA,NA,NA,0,0
321,NA,4003,BLD1,40,sf,mn,16.5,NA,NA,6.1,0,0,0,0,0,0,0,0,0,primary stem chewed off,0,0,NA,NA,NA,NA,0,0
322,NA,4028,BLD1,40,sf,mn,12.5,NA,NA,2.5,0,0,0,0,0,0,0,0,0,seedling,0,1,21.2,0,0,NA,0,0
323,NA,4014,BLD1,40,sf,mn,47.4,14.6,5,5.4,0,8,7,0,1,0,0,0,0,NA,0.25,0,NA,NA,NA,584,0,0
324,NA,4029,BLD1,40,sf,mn,9,NA,NA,0.7,0,0,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
325,NA,4349,BLD1,43,mn,sf,38.2,9.3,4,3.6,0,8,8,0,0,0,0,0,0,NA,0,1,42.7,0,0,297.6,0,0
326,NA,4362,BLD1,43,mn,sf,61.2,13.5,6.8,9.4,0,14,11,3,0,0,0,0,0,"remeasurer: ng, recorder: hd on 170613, duplicateâ€¦ averaging in clean data",0.214285714,1,85.7,0,0,1285.2,0,0
327,NA,4343,BLD1,43,mn,sf,69.1,17.3,7.4,14.2,1,16,16,0,0,0,0,0,0,NA,0,1,103.2,2,2,2048.32,2,0.02894356
328,NA,4336,BLD1,43,mn,sf,62.4,16.9,7.8,13,2,16,14,2,0,0,0,0,0,budling,0.125,1,87.3,0,1,2109.12,0,0
329,NA,4335,BLD1,43,mn,sf,35.1,9.6,3.6,3.9,0,10,7,2,1,0,0,0,0,NA,0.4,0,NA,NA,NA,345.6,0,0
330,NA,4333,BLD1,43,mn,sf,4.4,NA,NA,0.5,0,0,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
331,NA,4356,BLD1,43,sf,mn,12.2,NA,NA,0.02,0,0,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
332,NA,4357,BLD1,43,sf,mn,15,NA,NA,1,0,0,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
333,NA,4363,BLD1,43,sf,mn,39.4,10.3,4,3.6,0,8,6,1,1,0,0,0,0,NA,0.375,1,43.8,0,0,329.6,0,0
334,NA,4359,BLD1,43,sf,mn,16.5,NA,NA,2.1,0,0,0,0,0,0,0,0,0,seedling,0,0,NA,NA,NA,NA,0,0
335,NA,4354,BLD1,43,sf,mn,32.7,10.4,3.8,3.1,0,10,9,1,0,0,0,0,0,NA,0.1,1,38.7,0,0,395.2,0,0
336,NA,4326,BLD1,43,sf,mn,25.3,11.5,4.6,3,0,8,6,2,0,0,0,0,0,NA,0.25,0,NA,NA,NA,423.2,0,0
337,NA,4331,BLD1,43,sf,mn,70,18.5,8,11,3,16,16,0,0,0,0,0,0,NA,0,1,96.1,3,1,2368,1,0.042857143
338,NA,4332,BLD1,43,sf,mn,34.4,12.8,5.6,6.9,0,9,7,0,2,0,0,0,0,NA,0.444444444,1,45.3,0,0,645.12,0,0
339,NA,4330,BLD1,43,sf,mn,52.4,12.5,6.5,10,2,8,5,3,0,0,0,0,0,NA,0.375,1,77.9,0,1,650,0,0
340,NA,4368,BLD1,43,sf,mn,28.4,7,2.8,2.5,0,4,4,0,0,0,0,0,0,NA,0,0,NA,NA,NA,78.4,0,0
341,NA,4367,BLD1,43,sf,mn,29.4,5.6,2.1,1.9,0,4,3,1,0,0,0,0,0,NA,0.25,0,NA,NA,NA,47.04,0,0
342,NA,4366,BLD1,43,sf,mn,26.3,7.4,2,1.5,0,5,5,0,0,0,0,0,0,NA,0,0,NA,NA,NA,74,0,0
343,NA,4321,BLD1,43,sf,mn,45.1,12.6,6.2,9.6,0,8,8,0,0,0,0,0,0,NA,0,1,96.3,0,0,624.96,0,0
344,NA,4264,BLD1,42,ss,ks,23.2,7.5,2.9,4.8,0,5,5,0,0,0,0,0,0,NA,0,1,44.3,0,0,108.75,0,0
345,NA,4262,BLD1,42,ss,ks,42.2,12.5,4.4,4.9,0,13,13,0,0,0,0,0,0,NA,0,0,NA,NA,NA,715,0,0
346,NA,4261,BLD1,42,ss,ks,50.6,13.6,5.9,10.8,0,8,8,0,0,0,0,0,0,NA,0,1,75.6,0,0,641.92,0,0
347,NA,4260,BLD1,42,ss,ks,19.8,5,2,2.9,0,2,2,0,0,0,0,0,0,NA,0,0,NA,NA,NA,20,0,0
348,NA,4259,BLD1,42,ss,ks,28.6,10.6,3.9,5.2,0,6,6,0,0,0,0,0,0,NA,0,0,NA,NA,NA,248.04,0,0
349,NA,4258,BLD1,42,ss,ks,25.1,6.4,1.8,1.7,0,3,3,0,0,0,0,0,0,NA,0,0,NA,NA,NA,34.56,0,0
350,NA,4257,BLD1,42,ss,ks,42.1,9.2,4.1,11,0,7,7,0,0,0,0,0,0,NA,0,1,62.5,0,0,264.04,0,0
351,NA,4256,BLD1,42,ss,ks,24.6,10.9,4.3,6.6,0,5,4,1,0,0,0,0,0,NA,0.2,0,NA,NA,NA,234.35,0,0
352,NA,4267,BLD1,42,ss,ks,7.7,5.6,2.4,4.3,0,1,1,0,0,0,0,0,0,NA,0,1,18.1,0,0,13.44,0,0
353,NA,4255,BLD1,42,ss,ks,28.6,10.2,4.7,6.8,0,7,6,1,0,0,0,0,0,NA,0.142857143,0,NA,NA,NA,335.58,0,0
354,NA,4249,BLD1,42,ks,ss,33.8,7,3.8,2.7,0,6,4,0,2,0,0,0,0,NA,0.666666667,0,NA,NA,NA,159.6,0,0
355,NA,4248,BLD1,42,ks,ss,70.4,15.4,7.9,11.5,1,17,16,1,0,0,0,0,0,NA,0.058823529,1,102,0,0,2068.22,0,0
356,NA,4246,BLD1,42,ks,ss,37.3,7.8,5.5,8.1,0,6,5,0,0,0,0,0,1,NA,1,0,NA,NA,NA,257.4,0,0
357,NA,4245,BLD1,42,ks,ss,43.4,9.1,5.6,7.9,0,8,8,0,0,0,0,0,0,NA,0,1,63.8,0,0,407.68,0,0
358,NA,4244,BLD1,42,ks,ss,40,10.4,5.5,4.9,0,7,7,0,0,0,0,0,0,NA,0,0,NA,NA,NA,400.4,0,0
359,NA,4204,BLD1,42,ks,ss,16.6,NA,NA,4.4,0,0,0,0,0,0,0,0,0,girdle,0,0,NA,NA,NA,NA,0,0
360,NA,4205,BLD1,42,ks,ss,75.2,17.3,8.5,10.1,6,20,19,1,0,0,0,0,0,NA,0.05,0,NA,NA,NA,2941,0,0
361,NA,4207,BLD1,42,ks,ss,50.4,13.9,4.8,6,2,14,11,3,0,0,0,0,0,NA,0.214285714,1,55.2,0,0,934.08,0,0
362,NA,4208,BLD1,42,ks,ss,58.6,12.3,4.6,7,3,14,7,6,1,0,0,0,0,NA,0.571428571,1,64.6,0,0,792.12,0,0
363,NA,4308,BLD1,43,ss,yy,78.5,13.5,6.3,10,3,14,14,0,0,0,0,0,0,NA,0,1,107.1,3,0,1190.7,1,0.038216561
364,NA,4301,BLD1,43,ss,yy,30.9,9.8,3.1,2.8,0,6,6,0,0,0,0,0,0,NA,0,0,NA,NA,NA,182.28,0,0
365,NA,4309,BLD1,43,ss,mw,42.9,13.1,5.1,5.9,0,12,11,1,0,0,0,0,0,NA,0.083333333,0,NA,NA,NA,801.72,0,0
366,NA,4310,BLD1,43,ss,mw,57.9,13.6,5.9,7.6,0,12,11,1,0,0,0,0,0,NA,0.083333333,1,70.1,0,0,962.88,0,0
367,NA,4319,BLD1,43,ss,mw,53.5,13.8,5.7,6.6,2,13,12,1,0,0,0,0,0,NA,0.076923077,1,60.6,0,0,1022.58,0,0
368,NA,4545,BLD2,45,ss,ak,79.4,14.8,6.2,8.2,0,16,14,2,0,0,0,0,0,NA,0.125,1,96.3,0,0,1468.16,0,0
369,NA,4500,BLD2,45,ss,ak,84,14.8,8.1,11.1,3,16,14,2,0,0,0,0,0,NA,0.125,1,106.5,0,0,1918.08,0,0
370,NA,4542,BLD2,45,ss,ak,73.8,13.8,6.9,8.5,0,11,10,0,0,1,0,0,0,NA,0.272727273,1,87.1,0,0,1047.42,0,0
371,NA,4540,BLD2,45,ss,ak,73.2,14.2,6.4,7.6,2,14,10,3,1,0,0,0,0,NA,0.357142857,0,NA,NA,NA,1272.32,0,0
372,NA,4541,BLD2,45,ss,ak,79.5,14.8,7.2,8.3,2,12,9,3,0,0,0,0,0,NA,0.25,1,87.5,0,0,1278.72,0,0
